event_id,datetime,location,country,lat,lon,event_type,intensity,description,source,actor,target,casualties_ML,Killed,Killed_Civillians,Injured,Injured_Civillians,sentiment_ML,source_type_ML,strike_type_ML,is_retaliation_ML,confirmed_ML,indian_view,pakistani_view,global_view
2,07/05/2025,Mansehra,Pakistan,34.33,73.2,Explosions Heard,Medium,Local residents reported multiple loud explosions near the outskirts of Mansehra.,Dawn News,-,-,-,0,0,0,0,-,-,-,-,-,(No Indian media reports found referencing Mansehra at this hour.),"Pakistani media suggests that Indian strikes may have extended beyond primary targets, with explosions reported near civilian zones in Mansehra.",(No global media entries reported regarding Mansehra at this timestamp.)
31,07/05/2025,Masjid Abbas,Pakistan,33.52,73.9,airstrike,medium,"2 teenagers martyred, mother and child injured in Indian strike on mosque",https://www.thenews.com.pk/latest/1309099-three-martyred-12-injured-in-indian-strikes-on-pakistani-cities,India,Pakistan civilians,4,2,2,2,2,negative,news,airstrike,FALSE,TRUE,No coverage or acknowledgment of this strike. Indian narrative remained focused on targeting terrorist camps.,"Reported as a war crime, emphasizing the youth of the victims and the sacred nature of the site. Reinforced the narrative of India attacking non-military infrastructure.",This mosque-specific strike was not directly reported by global media but contributed to mounting pressure for de-escalation.
30,07/05/2025,Masjid Bilal,Pakistan,34.37,73.47,airstrike,medium,"3 martyred, 2 children injured in Indian strike on mosque",https://www.thenews.com.pk/latest/1309099-three-martyred-12-injured-in-indian-strikes-on-pakistani-cities,India,Pakistan civilians,5,3,3,2,2,negative,news,airstrike,FALSE,TRUE,No mention of this specific incident in Indian media. Official narrative continued to deny civilian or religious site targeting.,Widely reported and condemned as a direct attack on religious infrastructure. Reiterated claims of India violating international humanitarian norms.,"The specific mosque strike was not individually covered, but such incidents contributed to global humanitarian concern and diplomatic calls for restraint."
29,07/05/2025,Masjid Subhanullah,Pakistan,29.14,71.26,airstrike,high,"13 civilians martyred including children and women, 37 injured in Indian airstrike on mosque",https://www.thenews.com.pk/latest/1309099-three-martyred-12-injured-in-indian-strikes-on-pakistani-cities,India,Pakistan civilians,50,13,13,37,0,negative,news,airstrike,FALSE,TRUE,No Indian media acknowledged this mosque strike. The official stance remained that no civilian infrastructure was targeted.,Framed as a deliberate and brutal attack on a place of worship. Pakistani outlets emphasized the term “martyrdom” and highlighted the high civilian toll to portray the act as a war crime.,"This specific incident was not reported in global media, but its details contributed to growing international concern about civilian targeting."
32,07/05/2025,Masjid Ummul Qura,Pakistan,31.8,74.26,airstrike,medium,"3 men martyred, one injured in Indian strike",https://www.thenews.com.pk/latest/1309099-three-martyred-12-injured-in-indian-strikes-on-pakistani-cities,India,Pakistan civilians,4,3,0,1,0,negative,news,airstrike,FALSE,TRUE,Indian outlets made no mention of the strike on Muridke. The Indian government’s official stance remained that only terrorist infrastructure was engaged.,"Framed as further evidence of India's disregard for religious sanctity and civilian life, using “martyr” terminology to intensify emotional framing.","This specific strike was not reported in international media, though cumulative mosque attacks were noted in broader UN and NGO commentary."
33,07/05/2025,Multiple LoC sectors,Pakistan,33.85,74,cross-border firing,high,"Pakistan retaliates, shoots down 5 Indian jets and destroys brigade HQ and checkposts",https://www.thenews.com.pk/latest/1309099-three-martyred-12-injured-in-indian-strikes-on-pakistani-cities,Pakistan,Indian military targets,0,0,0,0,0,neutral,news,retaliatory strike,TRUE,TRUE,No confirmation of aircraft losses or damage to military installations. Indian military maintained that Operation Sindoor was successful and met no significant resistance.,Portrayed as a justified and powerful counter-response to Indian aggression. Highlighted as evidence of Pakistan’s defense capability and resolve.,These claims were noted in international summaries but largely remained unverified by independent sources. Media urged caution and verification of battlefield assertions.
43,07/05/2025,Mumbai,India,19.08,72.87,civil defence drill,low,"India conducted full-scale civil defence mock drills involving blackouts, air raid sirens, and evacuation procedures across major cities including Delhi, Mumbai, Patna, and Surat.",https://www.hindustantimes.com/india-news/blackout-in-delhi-mumbai-blackout-operation-sindoor-mock-drills-india-pahalgam-pakistan-strik-101746627810254.html,Government of India,General Public (for training),0,0,0,0,0,neutral,news,simulation,FALSE,TRUE,Portrayed as a proactive and responsible move to ensure public readiness amid regional tensions. Reinforced public trust in state preparedness.,"Framed as fear-mongering and a sign of India bracing for wider escalation, possibly to justify future aggression.",Some global media referenced the drills as a reflection of how seriously India was taking the possibility of wider conflict. Raised concerns about conflict spillover into civilian spaces.
11,2025-05-06T23:59:00+05:00,Muridke,Pakistan,31.8,74.25,Airstrike,High,"India launched missile strikes on 9 locations in Pakistan, including Kotli, Bahawalpur, Muridke, and Muzaffarabad, claiming to target terrorist infrastructure. Pakistan reported civilian casualties and damage to residential areas and mosques.",https://www.thetimes.com/world/asia/article/india-air-strike-pakistan-operation-sindoor-latest-news-vfnvvj7n3,India,Pakistan,"8 killed (5 civilians), 35 injured (31 civilians)",8,5,35,31,Negative,News,Missile,FALSE,TRUE,"Indian military launched ""Operation Sindoor"" as a precision strike campaign targeting terrorist camps linked to the April 22 Pahalgam attack. Officials claimed strict avoidance of civilian zones.","Reported significant civilian casualties, including women and children. Framed the attacks as unprovoked aggression and violations of sovereignty, with multiple mosques and homes hit.","The Times confirmed strikes and cited both sides, highlighting the civilian toll and regional destabilization risk."
19,07/05/2025,Muridke,Pakistan,31.8,74.25,airstrike,low,"Attack on mosque in Muridke kills 3 men, injures 1.",https://www.dawn.com/,India,Mosque/Civilians,4,3,0,1,0,negative,news,airstrike,FALSE,TRUE,Indian sources have not acknowledged this strike. Their official narrative remained focused on targeted operations against terror camps.,"Described as another example of unlawful aggression, emphasizing the religious and civilian nature of the target. Cited alongside other mosque attacks to support claims of indiscriminate airstrikes.","This specific incident was not highlighted in international reporting, though broader summaries referenced civilian and religious site damage."
32,07/05/2025,Muridke,Pakistan,31.8,74.25,airstrike,medium,"3 men martyred, one injured in Indian strike",https://www.thenews.com.pk/latest/1309099-three-martyred-12-injured-in-indian-strikes-on-pakistani-cities,India,Pakistan civilians,4,3,0,1,0,negative,news,airstrike,FALSE,TRUE,Indian outlets made no mention of the strike on Muridke. The Indian government’s official stance remained that only terrorist infrastructure was engaged.,"Framed as further evidence of India's disregard for religious sanctity and civilian life, using “martyr” terminology to intensify emotional framing.","This specific strike was not reported in international media, though cumulative mosque attacks were noted in broader UN and NGO commentary."
1,07/05/2025,Muzaffarabad,Pakistan,34.36,73.47,Airstrike,High,Indian air force reportedly conducted an early morning airstrike near Muzaffarabad.,Al Jazeera,-,-,-,0,0,0,0,-,-,-,-,-,(No Indian reports available at this timestamp),"Pakistan claims the strike hit civilian areas in Muzaffarabad, including a mosque, resulting in multiple civilian deaths.",Al Jazeera reports early morning Indian airstrikes near Muzaffarabad but provides no confirmation on casualties or military targets.
11,2025-05-06T23:59:00+05:00,Muzaffarabad,Pakistan,34.36,73.47,Airstrike,High,"India launched missile strikes on 9 locations in Pakistan, including Kotli, Bahawalpur, Muridke, and Muzaffarabad, claiming to target terrorist infrastructure. Pakistan reported civilian casualties and damage to residential areas and mosques.",https://www.thetimes.com/world/asia/article/india-air-strike-pakistan-operation-sindoor-latest-news-vfnvvj7n3,India,Pakistan,"8 killed (5 civilians), 35 injured (31 civilians)",8,5,35,31,Negative,News,Missile,FALSE,TRUE,"Indian military launched ""Operation Sindoor"" as a precision strike campaign targeting terrorist camps linked to the April 22 Pahalgam attack. Officials claimed strict avoidance of civilian zones.","Reported significant civilian casualties, including women and children. Framed the attacks as unprovoked aggression and violations of sovereignty, with multiple mosques and homes hit.","The Times confirmed strikes and cited both sides, highlighting the civilian toll and regional destabilization risk."
13,2025-05-07T18:00:00+05:00,Muzaffarabad,Pakistan,34.36,73.47,Airstrike,Very High,"India conducted missile strikes on nine sites in Pakistan and Pakistani-administered Kashmir under 'Operation Sindoor', targeting alleged terrorist infrastructure linked to April's tourist killings. Pakistan reported 26 civilian deaths, denied militant camps existed, and vowed retaliation.",https://www.reuters.com/world/asia-pacific/multiple-loud-explosions-heard-pakistani-kashmir-reuters-witness-2025-05-06/,India,Pakistan,"26 civilians killed, 46 injured (Pakistan)",26,26,46,0,Negative,News,Precision Missile Strike,FALSE,TRUE,Reinforced justification of Operation Sindoor as a counter-terrorism response to the Pahalgam massacre. Indian military claimed high precision and denied civilian harm.,"Strongly condemned the strikes, emphasizing the death of 26 civilians and injuries to 46. Denied the existence of terror camps and vowed swift retaliation.","Reuters covered the strikes in detail, highlighting both sides’ narratives and reporting the humanitarian toll. UN and international leaders began issuing statements calling for restraint."
15,2025-05-07T01:00:00+05:00,Muzaffarabad,Pakistan,34.36,73.47,Airstrike,High,"India launched targeted missile strikes on alleged terrorist infrastructure in Pakistan and Pakistan-administered Kashmir. Pakistani authorities reported 26 civilian deaths including women and children, and claimed two Indian jets were downed. A mosque was reportedly hit in Bahawalpur. Pakistan closed its airspace and vowed retaliation.",https://www.bild.de/politik/kaschmir-konflikt-indien-fliegt-luftangriffe-auf-ziele-in-pakistan-681a74621b2a57670fbec4a8,India,Pakistan,"26 civilians killed, 46 injured (Pakistan)",26,26,46,0,Negative,News,Missile,FALSE,TRUE,"Framed the strikes as part of a surgical anti-terror operation, claiming high precision and denial of civilian targeting. No confirmation of mosque damage or aircraft losses.","Condemned the strikes as a massacre, reporting 26 civilian deaths including women and children. Highlighted that a mosque in Bahawalpur was hit and announced the closure of Pakistani airspace.","Bild.de echoed Pakistani casualty figures and mosque damage. While reporting India’s justification, the tone leaned toward concern over humanitarian fallout."
16,07/05/2025,Muzaffarabad,Pakistan,34.36,73.47,airstrike,high,Indian airstrikes damaged a mosque in Muzaffarabad; 3 civilians killed.,https://www.dawn.com/,India,Mosque/Civilians,3,3,3,0,0,negative,news,airstrike,FALSE,TRUE,No official acknowledgment of the mosque incident in Muzaffarabad. Indian narrative continued to emphasize that strikes were limited to terrorist infrastructure.,"Condemned the strike on religious infrastructure, reporting damage to Bilal Mosque and loss of civilian lives. Used the event to reinforce claims of indiscriminate targeting.",No global coverage specifically addressed this mosque strike at this timestamp.
21,07/05/2025,Muzaffarabad,Pakistan,34.36,73.47,Airstrike,Medium,"Strike on Bilal Mosque killed 3 civilians, injured 2 children.",https://tribune.com.pk/,India,Mosque/civilians,5,3,3,2,2,Negative,News,Aerial Bombardment,FALSE,TRUE,Indian sources did not acknowledge this incident. The government maintained that no religious or civilian structures were targeted in Operation Sindoor.,"Condemned the strike as a war crime, emphasizing that a mosque was deliberately hit and children were harmed. Cited as proof of indiscriminate aggression.","No international outlet directly reported on the Bilal Mosque incident, though general mentions of mosque strikes appeared in aggregate summaries."
25,07/05/2025,Muzaffarabad,Pakistan,34.36,73.47,Airstrike,Medium,Strike on Bilal Mosque killed 3 people; 2 children injured.,https://tribune.com.pk/,India,"Bilal Mosque, civilians",5,3,3,2,2,Negative,News Media,Airstrike,FALSE,TRUE,No Indian confirmation of this incident. Official communication maintained that no religious or civilian infrastructure was targeted.,"Reiterated this as part of a pattern of attacks on mosques, calling the action inhumane and a violation of international law.","The incident wasn’t individually highlighted in global press, but contributed to the narrative of rising civilian and religious site casualties."
30,07/05/2025,Muzaffarabad,Pakistan,34.36,73.47,airstrike,medium,"3 martyred, 2 children injured in Indian strike on mosque",https://www.thenews.com.pk/latest/1309099-three-martyred-12-injured-in-indian-strikes-on-pakistani-cities,India,Pakistan civilians,5,3,3,2,2,negative,news,airstrike,FALSE,TRUE,No mention of this specific incident in Indian media. Official narrative continued to deny civilian or religious site targeting.,Widely reported and condemned as a direct attack on religious infrastructure. Reiterated claims of India violating international humanitarian norms.,"The specific mosque strike was not individually covered, but such incidents contributed to global humanitarian concern and diplomatic calls for restraint."
28,07/05/2025,Nauseri Dam,Pakistan,34.58,73.47,Strike on infrastructure,High,"Indian strike targeted Nauseri Dam, termed dangerous escalation.",https://tribune.com.pk/,India,Hydropower infrastructure,0,0,0,0,0,Negative,News Media,Missile Strike,FALSE,TRUE,No Indian media acknowledged this specific target. Indian military maintained its focus was limited to terror infrastructure.,"Condemned the strike as a dangerous escalation, accusing India of targeting strategic civilian infrastructure and endangering water security.","This event was not highlighted in global media, though it raises significant concerns under international humanitarian law regarding critical infrastructure targeting."
28,07/05/2025,Neelum-Jhelum Project,Pakistan,34.58,73.47,Strike on infrastructure,High,"Indian strike targeted Nauseri Dam, termed dangerous escalation.",https://tribune.com.pk/,India,Hydropower infrastructure,0,0,0,0,0,Negative,News Media,Missile Strike,FALSE,TRUE,No Indian media acknowledged this specific target. Indian military maintained its focus was limited to terror infrastructure.,"Condemned the strike as a dangerous escalation, accusing India of targeting strategic civilian infrastructure and endangering water security.","This event was not highlighted in global media, though it raises significant concerns under international humanitarian law regarding critical infrastructure targeting."
14,2025-05-07T05:00:00+05:00,Pakistan,Pakistan,30.38,69.35,Airstrike,High,"India conducted precision missile strikes on nine locations in Pakistan and Pakistan-administered Kashmir, claiming to target terrorist camps linked to the April 22 tourist massacre. Pakistan reported 26 civilian deaths and claimed it downed several Indian aircraft. World leaders, including Trump, Guterres, and Chinese officials, called for restraint.",https://www.axios.com/2025/05/07/india-pakistan-kashmir-conflict-modi,India,Pakistan,"26 killed, 46 injured (Pakistan); unconfirmed Indian aircraft downed",26,0,46,0,Negative,News,Precision Missile Strike,FALSE,TRUE,"Maintained that strikes were precise, intelligence-led operations aimed at eliminating terrorist camps responsible for the Pahalgam killings. Denied civilian casualties and aircraft losses.",Reported 26 civilian deaths and claimed to have downed several Indian jets. Denied any terror infrastructure existed and framed the attack as unjustified.,"Axios cited growing international concern, with world leaders including Trump, Guterres, and China urging both sides to de-escalate immediately."
42,07/05/2025,Pakistan,Pakistan,29.4,71.68,Air Strike Casualties,High,Masood Azhar claims 10 family members killed in Indian strikes during Operation Sindoor.,https://www.hindustantimes.com/,Indian Armed Forces,Azhar family compound (likely associated with terror infrastructure),10 killed (unverified),10,0,0,0,Mixed,News Article,Air Strike,TRUE,Partially,"Indian media framed the strike as targeting high-value terror-linked compounds. While not explicitly confirming the deaths, they viewed it as a legitimate military outcome.","Positioned the casualties as civilian, downplayed or distanced from Azhar’s alleged terror links, and emphasized the human toll.","This detail was referenced cautiously, with most international coverage noting the need for independent verification of claims related to family affiliations and casualties."
37,07/05/2025,Pakistan & Pakistan-occupied Kashmir (PoK),Pakistan,33.57,73.02,Air & Naval strikes,Very High,"India launched Operation Sindoor in early hours of May 7, targeting and dismantling 9 key terror camps linked to LeT, JeM, and Hizbul Mujahideen, as retaliation for the April 22 Pahalgam attack that killed 26.",Hindustan Times,Indian Armed Forces,Terror camps in Pakistan & PoK,26 (prior attack),0,0,0,0,Strongly Positive,News Article,Multi-domain Strike,TRUE,TRUE,"Framed the operation as a legitimate and strategic counterterrorism initiative. Emphasized the precision and necessity of dismantling Lashkar-e-Taiba (LeT), Jaish-e-Mohammed (JeM), and Hizbul Mujahideen infrastructure.","Rejected Indian claims, denying the presence of terrorist infrastructure. Characterized the operation as a cover for civilian-targeted aggression.","While the Hindustan Times presented India’s justification, global media acknowledged the escalation but expressed concern over the lack of verified evidence for India’s claims and the potential for regional instability."
14,2025-05-07T05:00:00+05:00,Pakistan Occupied Kashmir,Pakistan,34,73.5,Airstrike,High,"India conducted precision missile strikes on nine locations in Pakistan and Pakistan-administered Kashmir, claiming to target terrorist camps linked to the April 22 tourist massacre. Pakistan reported 26 civilian deaths and claimed it downed several Indian aircraft. World leaders, including Trump, Guterres, and Chinese officials, called for restraint.",https://www.axios.com/2025/05/07/india-pakistan-kashmir-conflict-modi,India,Pakistan,"26 killed, 46 injured (Pakistan); unconfirmed Indian aircraft downed",26,0,46,0,Negative,News,Precision Missile Strike,FALSE,TRUE,"Maintained that strikes were precise, intelligence-led operations aimed at eliminating terrorist camps responsible for the Pahalgam killings. Denied civilian casualties and aircraft losses.",Reported 26 civilian deaths and claimed to have downed several Indian jets. Denied any terror infrastructure existed and framed the attack as unjustified.,"Axios cited growing international concern, with world leaders including Trump, Guterres, and China urging both sides to de-escalate immediately."
13,2025-05-07T18:00:00+05:00,Pakistan Occupied Kashmir,Pakistan,34,73.5,Airstrike,Very High,"India conducted missile strikes on nine sites in Pakistan and Pakistani-administered Kashmir under 'Operation Sindoor', targeting alleged terrorist infrastructure linked to April's tourist killings. Pakistan reported 26 civilian deaths, denied militant camps existed, and vowed retaliation.",https://www.reuters.com/world/asia-pacific/multiple-loud-explosions-heard-pakistani-kashmir-reuters-witness-2025-05-06/,India,Pakistan,"15 civilians killed, 43 injured (India-administered Kashmir)",15,15,43,0,Negative,News,Precision Missile Strike,FALSE,TRUE,Reinforced justification of Operation Sindoor as a counter-terrorism response to the Pahalgam massacre. Indian military claimed high precision and denied civilian harm.,"Strongly condemned the strikes, emphasizing the death of 26 civilians and injuries to 46. Denied the existence of terror camps and vowed swift retaliation.","Reuters covered the strikes in detail, highlighting both sides’ narratives and reporting the humanitarian toll. UN and international leaders began issuing statements calling for restraint."
9,07/05/2025,Pathankot,India,32.26,75.63,Airbase Alert,Medium,Heightened security and air traffic around Pathankot airbase.,Hindustan Times,-,-,-,0,0,0,0,-,-,-,-,-,Indian media described the heightened alert at Pathankot as a preventive security measure following Operation Sindoor and possible Pakistani retaliation.,No direct media commentary found; implied cause was Pakistan’s anticipation of Indian escalation following earlier strikes.,No international coverage observed regarding this specific development at Pathankot.
43,07/05/2025,Patna,India,25.59,85.14,civil defence drill,low,"India conducted full-scale civil defence mock drills involving blackouts, air raid sirens, and evacuation procedures across major cities including Delhi, Mumbai, Patna, and Surat.",https://www.hindustantimes.com/india-news/blackout-in-delhi-mumbai-blackout-operation-sindoor-mock-drills-india-pahalgam-pakistan-strik-101746627810254.html,Government of India,General Public (for training),0,0,0,0,0,neutral,news,simulation,FALSE,TRUE,Portrayed as a proactive and responsible move to ensure public readiness amid regional tensions. Reinforced public trust in state preparedness.,"Framed as fear-mongering and a sign of India bracing for wider escalation, possibly to justify future aggression.",Some global media referenced the drills as a reflection of how seriously India was taking the possibility of wider conflict. Raised concerns about conflict spillover into civilian spaces.
41,07/05/2025,Pakistan Occupied Kashmir,Pakistan,33.51,73.9,Air Strike,High,Gulpur terror camp destroyed by Indian Armed Forces during Operation Sindoor.,https://www.hindustantimes.com/,Indian Armed Forces,Gulpur terror camp,Unknown,0,0,0,0,Positive,News Article,Air Strike,TRUE,TRUE,Hailed as a successful and precise strike on a major terror hub. Used as a key example of Operation Sindoor's effectiveness.,Denied the presence of any terrorist camps at Gulpur. Framed the strike as part of a campaign against civilian and fabricated targets.,This specific strike was not independently verified but referenced in summaries of Indian claims. Global outlets called for transparency regarding target verification.
39,07/05/2025,Poonch,India,33.78,74.09,Artillery Shelling,High,13 killed and over 50 injured as Pakistan Army shelled villages in Poonch after Operation Sindoor.,https://www.hindustantimes.com/,Pakistan Army,Indian civilian villages,"13 killed, 50+ injured",13,0,50,0,Negative,News Article,Artillery Shelling,TRUE,TRUE,Strongly condemned the shelling as an unprovoked and deliberate attack on civilians. Presented Pakistan’s actions as reckless and escalatory.,Did not directly confirm targeting civilians in Poonch. Any acknowledgment framed the shelling as defensive or retaliatory.,"This incident was included in international media summaries under rising civilian tolls, with growing calls for both sides to prevent civilian harm and de-escalate."
13,2025-05-07T18:00:00+05:00,Pakistan,Pakistan,31.15,75.34,Airstrike,Very High,"India conducted missile strikes on nine sites in Pakistan and Pakistani-administered Kashmir under 'Operation Sindoor', targeting alleged terrorist infrastructure linked to April's tourist killings. Pakistan reported 26 civilian deaths, denied militant camps existed, and vowed retaliation.",https://www.reuters.com/world/asia-pacific/multiple-loud-explosions-heard-pakistani-kashmir-reuters-witness-2025-05-06/,India,Pakistan,"26 civilians killed, 46 injured (Pakistan); 15 civilians killed, 43 injured (India-administered Kashmir)",26,26,46,0,Negative,News,Precision Missile Strike,FALSE,TRUE,Reinforced justification of Operation Sindoor as a counter-terrorism response to the Pahalgam massacre. Indian military claimed high precision and denied civilian harm.,"Strongly condemned the strikes, emphasizing the death of 26 civilians and injuries to 46. Denied the existence of terror camps and vowed swift retaliation.","Reuters covered the strikes in detail, highlighting both sides’ narratives and reporting the humanitarian toll. UN and international leaders began issuing statements calling for restraint."
5,07/05/2025,Rawalakot,Pakistan,33.85,73.77,Military Movement,Medium,Increased movement of Pakistani ground forces and radar activation near Rawalakot.,Reuters,-,-,-,0,0,0,0,-,-,-,-,-,"Indian sources did not comment directly, but interpreted increased Pakistani military activity as a possible preparation for retaliation or defensive posture.",Framed as a precautionary and defensive measure following Indian airstrikes earlier in the night.,"Reuters noted heightened military activity in Rawalakot but refrained from attributing intent, labeling it as a possible reaction to escalating cross-border tensions."
6,07/05/2025,Sialkot,Pakistan,32.5,74.53,Warning Issued,Low,Civil defense issued air raid warning sirens in Sialkot; no confirmed strikes.,ARY News,-,-,-,0,0,0,0,-,-,-,-,-,No Indian media acknowledged the Sialkot alert. There were no reported operations in this sector.,Reported as a precautionary measure in anticipation of further Indian strikes following earlier attacks on civilian sites.,No global media reported on the Sialkot alert specifically
10,07/05/2025,Srinagar,India,34.08,74.8,Media Briefing,Low,"Indian military held press conference in Srinagar, confirming defensive postures.",India Today,-,-,-,0,0,0,0,-,-,-,-,-,"Emphasized India’s preparedness and restraint, asserting that military actions were targeted responses against terror infrastructure with no intent to escalate further.","No response reported at this time, although Pakistani outlets continued emphasizing civilian impact from earlier strikes.",No international media covered the Srinagar press conference at this hour.
43,07/05/2025,Surat,India,21.17,72.83,civil defence drill,low,"India conducted full-scale civil defence mock drills involving blackouts, air raid sirens, and evacuation procedures across major cities including Delhi, Mumbai, Patna, and Surat.",https://www.hindustantimes.com/india-news/blackout-in-delhi-mumbai-blackout-operation-sindoor-mock-drills-india-pahalgam-pakistan-strik-101746627810254.html,Government of India,General Public (for training),0,0,0,0,0,neutral,news,simulation,FALSE,TRUE,Portrayed as a proactive and responsible move to ensure public readiness amid regional tensions. Reinforced public trust in state preparedness.,"Framed as fear-mongering and a sign of India bracing for wider escalation, possibly to justify future aggression.",Some global media referenced the drills as a reflection of how seriously India was taking the possibility of wider conflict. Raised concerns about conflict spillover into civilian spaces.
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,289,83,,,,,,,,,,,
